Experiment,Participant,Gender,CodedGender,AgeGroup,Age,Condition,Group,OS,Category,Cue,Target,AltTarget1,AltTarget2,AltTarget3,StudyTrial,Recall_RESP,Recall_ACC,Recall_Err,RKN_RESP,RKN_RT,FOK_RESP,FOK_RT,RecallTrial,Recog_ACC,Recog_RESP,Recog_RT,RCJ_RESP,RCJ_RT,RecogTrial,Orig_File,Flag,Cycle,CycleTrial
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,INSIDE,GAVEL,UNDERSTAND, FOND, PICASSO,16,gravel,1,Correct,2,1.274,40,1.193,16,1,CorrectRecog,2.894,41.69642857,3.541,11,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,1,6
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,NEAR,LOST,ANSWER, NEWS, WEALTH,17,lost,1,Correct,2,1.064,35.35714286,1.024,17,1,CorrectRecog,3.81,22.41071429,2.394,14,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,1,7
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,FORGET,REMEMBER,CURIOUS, BUSINESS, CRAMP,18,remember,1,Correct,1,1.064,80.71428571,1.11,18,1,CorrectRecog,2.002,75.89285714,1.938,3,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,1,8
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,PULL,EXACT,BELOW, EXCUSE, LAVISH,19,exactly,1,Correct,2,1.226,56.33928571,0.741,19,0,Alt2Recog,1.544,25.53571429,2.825,25,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,1,9
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,SMILE,PEST,EXACT, PEDAL, WANT,20,,0,Omm,3,1.312,40.08928571,4.223,20,1,CorrectRecog,4.619,1.964285714,2.679,8,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,2,0
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,NAIL,EXCITEMENT,SAND, COVER, PHYSICAL,21,excited,1,Correct,2,1.229,49.375,0.973,21,0,Alt1Recog,2.66,52.23214286,3.062,5,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,2,1
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,FREQUENT,ALWAYS,WEARY, ARRANGE, THRILL,22,always,1,Correct,1,1.325,76.25,1.64,22,1,CorrectRecog,2.044,77.32142857,1.573,30,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,2,2
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,MINUS,SADDLE,BOTHER, BAYER, JUGGLE,23,saddle,1,Correct,1,1.892,36.33928571,0.842,23,1,CorrectRecog,1.592,20.44642857,1.865,6,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,2,3
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,POST,IDENTICAL,SADDLE, ALONE, STEAL,24,identical,1,Correct,2,1.258,49.28571429,0.776,24,0,Alt3Recog,1.259,30.44642857,1.974,26,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,2,4
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,MIRAGE,PRICK,PEST, CHRISTMAS, VIOLENT,25,pick,1,Correct,2,0.875,61.42857143,1.524,25,0,Alt2Recog,1.509,37.76785714,4.556,36,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,2,5
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,FROWN,FOUND,SQUARE, LAVISH, SYNONYM,26,found,1,Correct,2,1.424,66.78571429,1.462,26,0,Alt2Recog,3.275,5,2.095,38,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,2,6
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,BURST,UNDERSTAND,EXCITEMENT, TIMID, CLAIM,27,understand,1,Correct,1,1.645,76.07142857,1.374,27,0,Alt2Recog,1.193,,,23,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,2,7
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,READ,WORRY,CURIOUS, LOTS, SMART,28,worried,1,Correct,1,1.6,86.33928571,1.53,28,1,CorrectRecog,1.91,29.10714286,2.882,34,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,2,8
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,DEAD,BOTHER,GAVEL, EMPTY, ALIVE,29,bothered,1,Correct,2,1.742,53.57142857,1.175,29,0,,,3.214285714,4.076,1,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,2,9
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,DOT,SQUARE,EXACT, UNABLE, ADMONISH,30,sqaure,1,Correct,2,1.556,76.96428571,1.161,30,1,CorrectRecog,1.36,50.44642857,2.775,0,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,3,0
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,NEGATIVE,EAST,ANSWER, ACTIVITY, TEST,31,less,0,Comm,2,1.375,50.17857143,0.776,31,1,CorrectRecog,3.127,96.78571429,1.91,9,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,3,1
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,QUESTION,ANNOY,NEEDLE, U2, COMPLETED,32,annoyed,1,Correct,2,0.661,50.44642857,0.926,32,1,CorrectRecog,1.409,66.51785714,1.744,4,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,3,2
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,BEFORE,SCRATCH,HEALTHY, MORE, OVERWHELMING,33,,0,Omm,3,1.058,0.714285714,1.177,33,0,Alt1Recog,1.527,26.78571429,1.755,18,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,3,3
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,FREEDOM,TAKE,COMPREHEND, AVERAGE, DIVORCE,34,take,1,Correct,1,1.896,99.73214286,1.295,34,0,Alt3Recog,2.643,21.16071429,2.06,35,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,3,4
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,PRECISE,NEEDLE,HEALTHY, CRAMP, BEAUTY,35,health,0,Comm,,,35.35714286,1.681,35,1,CorrectRecog,2.725,25.35714286,1.544,7,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,3,5
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,GIVE,HEALTHY,SORE, GREAT, NOT,36,needle,0,Comm,2,0.961,25,1.165,36,1,CorrectRecog,1.56,,,16,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,3,6
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,NOISE,MINIMUM,RUSH, AGREE, GONE,37,minimum,1,Correct,2,1.429,50.98214286,0.992,37,1,CorrectRecog,2.509,50.89285714,1.638,10,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,3,7
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,BLOW,BELOW,CIRCLE, DEFORMED, INHERIT,38,below,1,Correct,1,0.957,87.05357143,0.893,38,1,CorrectRecog,0.953,99.91071429,2.161,17,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,3,8
oi_fok,717233406,Female,1,YA,17,Unrelated,YA - Unrelated,MacIntel,UNRELATED,LEAST,COMPREHEND,ITCH, IDOLIZE, BATTERY,39,understand,1,Correct,1,1.161,43.92857143,0.891,39,0,Alt1Recog,4.376,1.25,2.072,2,PARTICIPANT_oi_fok_2020-10-20_14h52.48.613.csv,0,3,9
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,CARPENTER'S TOOL,TAPE MEASURE,WEARY,NEVER, VARIETY, CHARGE,0,blow,0,Comm,2,1.629215,43.33333333,1.85098,0,1,CorrectRecog,5.396025,57.22222222,1.97041,21,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,0,0
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,CARPENTER'S TOOL,DRILL,SAND,WEARY, SYNONYM, PAPER,1,sand,1,Correct,1,3.048285,87.5,1.898815,1,1,CorrectRecog,1.68886,97.22222222,1.713075,0,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,0,1
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,CARPENTER'S TOOL,WRENCH,PRICK,RUSH, COUNSELOR, CRIMINAL,2,prick,1,Correct,1,1.553855,85.46296861,1.87485,2,1,CorrectRecog,2.505225,97.5,1.60285,38,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,0,2
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,CARPENTER'S TOOL,RULER,BLOW,WORK, EMOTION, LITTLE,3,blow,1,Correct,1,2.631505,78.14815097,0.75358,3,1,CorrectRecog,1.696725,97.68519084,1.4145,27,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,0,3
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,CARPENTER'S TOOL,LEVEL,INSIDE,NEGATIVE, VOID, ALLY,4,inside,1,Correct,1,1.220135,82.59259542,2.15374,4,1,CorrectRecog,1.52132,95.55555556,1.894095,29,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,0,4
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,CARPENTER'S TOOL,SAW,EXACT,RUSH, COUNSELOR, ADVERTISE,5,exact,1,Correct,2,3.66142,64.44444444,1.52089,5,1,CorrectRecog,3.709685,97.59259542,1.794035,32,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,0,5
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,CARPENTER'S TOOL,WOOD,FREQUENT,SWEEP, VOID, WELL,6,frequently,0,Comm,2,5.59391,80.3703732,1.692405,6,1,CorrectRecog,1.256165,97.5,1.803515,20,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,0,6
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,CARPENTER'S TOOL,NAIL,RUSH,UNDERSTAND, TALK, BUSINESS,7,rush,1,Correct,1,1.662475,86.01852417,1.49098,7,1,CorrectRecog,2.16377,96.8518575,1.437175,26,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,0,7
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,CARPENTER'S TOOL,SCREW,INNOCENT,NEGATIVE, TOUCH, LOTS,8,innocent,1,Correct,2,2.00342,46.57407973,2.346835,8,1,CorrectRecog,2.037955,60.09259542,1.73719,33,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,0,8
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,CARPENTER'S TOOL,SCREWDRIVER,UNDERSTAND,SMILE, ACADEMIC, ROPE,9,precisely,0,Comm,2,1.59809,41.38888889,2.736815,9,1,CorrectRecog,2.629095,68.70370653,2.186225,17,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,0,9
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,FOUR-FOOTED ANIMAL,COW,ANNOY,INSIDE, CITY, AUTHORITY,10,annoy,1,Correct,2,5.17823,,,10,1,CorrectRecog,0.972285,95.55555556,2.91121,2,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,1,0
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,FOUR-FOOTED ANIMAL,LION,ANNOY,SAND, QUIET, RESULT,11,annoy,1,Correct,2,1.12945,50.92592875,0.853215,11,1,CorrectRecog,1.43848,95.55555556,2.328315,19,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,1,1
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,FOUR-FOOTED ANIMAL,ELEPHANT,UNDERSTAND,CIRCLE, LIVE, JUDGE,12,understand,1,Correct,1,1.43672,94.72222222,2.137385,12,1,CorrectRecog,1.438515,95.27777778,2.328275,9,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,1,2
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,FOUR-FOOTED ANIMAL,BEAR,WORK,EXACT, MIND, MALE,13,work,1,Correct,1,1.5544,77.31481764,3.136495,13,1,CorrectRecog,0.92265,96.48148431,1.803135,30,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,1,3
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,FOUR-FOOTED ANIMAL,DEER,INSIDE,PRICK, PUT ON, TO,14,inside,1,Correct,1,1.20363,91.8518575,2.19475,14,1,CorrectRecog,1.10109,97.31481764,1.68682,39,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,1,4
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,FOUR-FOOTED ANIMAL,PIG,EXCITEMENT,WORK, SPORT, PRAISE,15,excitement,1,Correct,1,1.51366,95.3703732,2.203345,15,1,CorrectRecog,0.872615,94.81481764,1.82851,18,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,1,5
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,FOUR-FOOTED ANIMAL,TIGER,OUTSIDE,MIRAGE, START, FALL,16,outside,1,Correct,1,1.270315,83.42592875,2.31981,16,1,CorrectRecog,1.46331,95.64815097,1.7351,4,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,1,6
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,FOUR-FOOTED ANIMAL,MOUSE,SMILE,INSIDE, FIX, PAIN,17,happy,0,Comm,2,1.662465,60.92592875,5.746705,17,1,CorrectRecog,2.17137,99.25926208,1.87789,1,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,1,7
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,FOUR-FOOTED ANIMAL,RAT,TAKE,NEGATIVE, ANSWER, PLUG,18,take,1,Correct,1,1.42021,70.74074639,5.72706,18,1,CorrectRecog,1.517945,98.33333333,1.798715,25,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,1,8
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,FOUR-FOOTED ANIMAL,HORSE,CIRCLE,RUSH, HELPLESS, HOLLYWOOD,19,circle,1,Correct,1,1.67846,92.77777778,1.378295,19,1,CorrectRecog,1.763855,96.29630195,2.15269,11,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,1,9
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,BIRD,SEAGULL,LOSER,INSIDE, SOUR, JUVENILE,20,loser,1,Correct,,,69.44444444,3.270755,20,1,CorrectRecog,1.28894,96.38888889,1.71986,24,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,2,0
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,BIRD,CROW,MIRAGE,WORRY, PLETHORA, ILLNESS,21,mirage,1,Correct,1,1.44572,59.25926208,1.57121,21,1,CorrectRecog,1.89698,95.09259542,1.778165,5,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,2,1
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,BIRD,PIGEON,DOT,NOISE, HIT, BLUE,22,dot,1,Correct,1,1.196125,88.70370653,1.420865,22,1,CorrectRecog,1.70555,91.57407973,1.55325,34,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,2,2
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,BIRD,ROBIN,POSITIVE,LOST, PAIN, SPEED,23,happy,0,Comm,2,1.437535,36.20370653,2.612325,23,1,CorrectRecog,4.837295,56.57407973,1.744485,7,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,2,3
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,BIRD,HAWK,WEST,TAKE, CALCULATOR, COVER,24,west,1,Correct,1,2.003885,92.12963528,1.678775,24,1,CorrectRecog,2.247185,95,1.778555,13,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,2,4
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,BIRD,BLUEJAY,WORRY,PULL, MESSAGE, GPA,25,worry,1,Correct,2,2.069705,43.98148431,2.562095,25,1,CorrectRecog,2.087935,43.79630195,1.888355,23,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,2,5
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,BIRD,DOVE,LOST,SMILE, QUICKLY, NEXT,26,lost,1,Correct,1,1.47089,95.09259542,1.29598,26,1,CorrectRecog,1.98535,98.33333333,1.78086,14,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,2,6
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,BIRD,HUMMINGBIRD,INNOCENT,SMILE, WINNER, MYRIAD,27,innocent,1,Correct,1,1.587505,85.09259542,0.971105,27,1,CorrectRecog,1.691625,95.92592875,1.99584,3,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,2,7
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,BIRD,CARDINAL,ITCH,NOISE, PROGRESS, THINGS,28,itchy,1,Correct,2,1.881665,69.90741306,0.9044,28,1,CorrectRecog,1.286975,96.66666667,1.461775,15,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,2,8
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,BIRD,BLUEBIRD,NOISE,OUTSIDE, GUIDE, FAMINE,29,worry,0,Comm,2,1.19541,32.31481764,1.27311,29,1,CorrectRecog,5.62089,38.98148431,1.5282,22,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,2,9
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,ARTICLE OF FURNITURE,DESK,FOUND,FREQUENT, HOLLYWOOD, PROMOTION,30,idk,0,Comm,3,2.30359,23.61111111,3.2207,30,1,CorrectRecog,3.82138,57.22222222,2.077825,10,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,3,0
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,ARTICLE OF FURNITURE,SOFA,NEGATIVE,ANNOY, ILLNESS, BAYER,31,negative,1,Correct,1,1.128585,73.61111111,1.295575,31,1,CorrectRecog,1.96401,94.90741306,2.00574,28,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,3,1
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,ARTICLE OF FURNITURE,LOVESEAT,NEVER,RUSH, HIT, BRAVE,32,never,1,Correct,1,1.19573,84.07407973,0.996025,32,1,CorrectRecog,1.50172,98.14815097,1.66416,31,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,3,2
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,ARTICLE OF FURNITURE,LAMP,REMEMBER,LOSER, CLAIM, LARGE,33,forget,0,Comm,1,1.278535,73.70370653,1.278925,33,1,CorrectRecog,3.12961,67.77777778,1.94492,16,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,3,3
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,ARTICLE OF FURNITURE,COUCH,MINUS,NEVER, CURRENT, EASY,34,minus,1,Correct,1,1.338395,78.88888889,1.36242,34,1,CorrectRecog,1.113615,93.51852417,1.47012,35,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,3,4
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,ARTICLE OF FURNITURE,DRESSER,SMILE,DOT, SCARLET, AGENCY,35,smile,1,Correct,1,1.778635,87.40741306,1.345285,35,1,CorrectRecog,1.90073,99.62963528,1.628785,8,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,3,5
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,ARTICLE OF FURNITURE,NIGHTSTAND,SWEEP,DOT, UNREAL, CHRISTMAS,36,sweep,1,Correct,1,1.50417,91.66666667,1.08798,36,1,CorrectRecog,1.54743,97.22222222,1.612365,36,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,3,6
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,ARTICLE OF FURNITURE,TABLE,EXACT,POSITIVE, HEALTHY, FORNICATION,37,fit,0,Comm,2,1.769605,30.27777778,4.23813,37,1,CorrectRecog,1.77201,97.12963528,2.719285,12,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,3,7
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,ARTICLE OF FURNITURE,COFFEE TABLE,BLOW,SAND, PLUG, DEGREE,38,blow,1,Correct,1,1.490355,75.18519084,1.220585,38,1,CorrectRecog,2.038805,99.07407973,1.628445,6,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,3,8
oi_fok,718705640,female,1,YA,20,Related,YA - Related,Win32,ARTICLE OF FURNITURE,BED,PULL,FREQUENT, SHELL, BASIC,39,pull,1,Correct,1,1.38544,83.98148431,1.79816,39,1,CorrectRecog,1.289315,99.90741306,1.546905,37,PARTICIPANT_oi_fok_2020-10-05_13h40.50.206.csv,0,3,9
oi_fok,726232028,female,1,YA,20,Related,YA - Related,MacIntel,FUEL,DIESEL,PUSH,NOISE, COMPLEX, CAPACITY,0,strong,0,Comm,2,2.090355,5.786024306,2.81042,0,1,CorrectRecog,1.30953,16.14453125,1.473205,31,PARTICIPANT_oi_fok_2020-10-22_16h34.22.589.csv,0,0,0
oi_fok,726232028,female,1,YA,20,Related,YA - Related,MacIntel,FUEL,PETROLEUM,CURIOUS,BEYOND, JUMP, CLOSE,1,strong,0,Comm,3,1.525655,11.80338542,1.83786,1,0,Alt1Recog,1.26105,24.50130208,1.586645,30,PARTICIPANT_oi_fok_2020-10-22_16h34.22.589.csv,0,0,1
oi_fok,726232028,female,1,YA,20,Related,YA - Related,MacIntel,FUEL,OIL,SOUR,SWEET, CARE, BLUE,2,strong,0,Comm,2,1.75434,5.342447917,1.02777,2,1,CorrectRecog,1.477375,,,32,PARTICIPANT_oi_fok_2020-10-22_16h34.22.589.csv,0,0,2
oi_fok,726232028,female,1,YA,20,Related,YA - Related,MacIntel,FUEL,PROPANE,SADDLE,CURIOUS, EXTRA, TALENTED,3,clean,0,Comm,3,1.21041,12.83810764,0.98939,3,0,Alt1Recog,2.044345,16.17708333,1.42524,15,PARTICIPANT_oi_fok_2020-10-22_16h34.22.589.csv,0,0,3
oi_fok,726232028,female,1,YA,20,Related,YA - Related,MacIntel,FUEL,COAL,CRISP,NOISE, COMPLETED, TIGHTROPE,4,smart,0,Comm,3,1.24389,5.604166667,1.305975,4,0,Alt2Recog,1.37699,30.15277778,1.526365,28,PARTICIPANT_oi_fok_2020-10-22_16h34.22.589.csv,0,0,4
oi_fok,726232028,female,1,YA,20,Related,YA - Related,MacIntel,FUEL,SOLAR,STRONG,SWEET, DETAILED, IMPACT,5,panel,0,Comm,3,1.32717,6.987413194,1.11238,5,0,Alt3Recog,0.99448,7.846354167,1.58704,36,PARTICIPANT_oi_fok_2020-10-22_16h34.22.589.csv,0,0,5
oi_fok,726232028,female,1,YA,20,Related,YA - Related,MacIntel,FUEL,FOOD,BEFORE,READ, WISE, FEE,6,,0,Omm,,,,,6,0,Alt2Recog,1.530405,35.51388889,1.639805,22,PARTICIPANT_oi_fok_2020-10-22_16h34.22.589.csv,0,0,6
oi_fok,726232028,female,1,YA,20,Related,YA - Related,MacIntel,FUEL,KEROSENE,MAXIMUM,MAXIMUM, LITTLE, GOOD,7,problem,0,Comm,3,1.42224,,,7,0,Alt2Recog,2.0119,12.92534722,2.223695,9,PARTICIPANT_oi_fok_2020-10-22_16h34.22.589.csv,0,0,7
oi_fok,726232028,female,1,YA,20,Related,YA - Related,MacIntel,FUEL,NATURAL GAS,READ,ANNOY, U2, SEX,8,,0,Omm,,,,,8,0,,,,,8,PARTICIPANT_oi_fok_2020-10-22_16h34.22.589.csv,0,0,8
oi_fok,726232028,female,1,YA,20,Related,YA - Related,MacIntel,FUEL,ELECTRICITY,ANSWER,GUILTY, FORNICATION, CONCISE,9,,0,Omm,,,,,9,1,CorrectRecog,2.16129,30.69574653,1.58699,19,PARTICIPANT_oi_fok_2020-10-22_16h34.22.589.csv,0,0,9
oi_fok,726232028,female,1,YA,20,Related,YA - Related,MacIntel,BIRD,SEAGULL,LOST,CURIOUS, STEAL, OLDER,10,,0,Omm,,,,,10,0,Alt2Recog,1.12415,10.50130208,1.77134,21,PARTICIPANT_oi_fok_2020-10-22_16h34.22.589.csv,0,1,0
oi_fok,726232028,female,1,YA,20,Related,YA - Related,MacIntel,BIRD,DOVE,BLOW,CURIOUS, CAPTURE, GPA,11,,0,Omm,,,,,11,0,Alt1Recog,1.79386,4.927951389,1.75286,7,PARTICIPANT_oi_fok_2020-10-22_16h34.22.589.csv,0,1,1
oi_fok,726232028,female,1,YA,20,Related,YA - Related,MacIntel,BIRD,CROW,FREQUENT,RAIN, ALONE, OUT,12,,0,Omm,,,,,12,1,CorrectRecog,1.3788,15.36067708,2.171425,17,PARTICIPANT_oi_fok_2020-10-22_16h34.22.589.csv,0,1,2
oi_fok,726232028,female,1,YA,20,Related,YA - Related,MacIntel,BIRD,ROBIN,READ,BEYOND, KISS, IDEA,13,,0,Omm,,,,,13,1,CorrectRecog,1.696275,99.78559028,2.32012,4,PARTICIPANT_oi_fok_2020-10-22_16h34.22.589.csv,0,1,3
oi_fok,726232028,female,1,YA,20,Related,YA - Related,MacIntel,BIRD,PIGEON,MINUS,MINUS, IMPACT, HARASS,14,,0,Omm,,,,,14,0,Alt2Recog,2.67635,6.252604167,1.470065,14,PARTICIPANT_oi_fok_2020-10-22_16h34.22.589.csv,0,1,4
oi_fok,726232028,female,1,YA,20,Related,YA - Related,MacIntel,BIRD,BLUEBIRD,WORRY,UNDERSTAND, DISLIKE, BEAUTIFUL,15,,0,Omm,,,,,15,0,Alt1Recog,2.90907,16.93663194,3.022025,0,PARTICIPANT_oi_fok_2020-10-22_16h34.22.589.csv,0,1,5
oi_fok,726232028,female,1,YA,20,Related,YA - Related,MacIntel,BIRD,HUMMINGBIRD,ACQUIRE,RAIN, BAD, CAPTURE,16,,0,Omm,,,,,16,0,Alt3Recog,4.77699,13.51085069,1.512395,11,PARTICIPANT_oi_fok_2020-10-22_16h34.22.589.csv,0,1,6
oi_fok,726232028,female,1,YA,20,Related,YA - Related,MacIntel,BIRD,CARDINAL,REMEMBER,BLOW, PRAISE, BOY,17,remember,1,Correct,3,1.089085,,,17,1,CorrectRecog,1.57765,99.62456597,1.703605,13,PARTICIPANT_oi_fok_2020-10-22_16h34.22.589.csv,0,1,7
